x,"SEMBAU_BASE, BAU_BASE HYP_1 (linear)",BAU_BASE HYP_ALT (linear),SEMBASE_BASE HYP_1 (tri),SEMBASE_BASE HYP_ALT (tri),SEMBASE_BASE HYP_ALT_2 (tri)
1.0,0.001388888888888889,0.0028735632183908046,0.00787037037037037,0.002997076023391813,0.019444444444444445
2.0,0.002777777777777778,0.005747126436781609,0.01574074074074074,0.005994152046783626,0.03888888888888889
3.0,0.004166666666666667,0.008620689655172414,0.02361111111111111,0.008991228070175439,0.058333333333333334
4.0,0.005555555555555556,0.011494252873563218,0.03148148148148148,0.011988304093567251,0.07777777777777778
5.0,0.006944444444444445,0.014367816091954023,0.039351851851851846,0.014985380116959063,0.09722222222222222
6.0,0.008333333333333333,0.017241379310344827,0.04722222222222222,0.017982456140350878,0.11666666666666667
7.0,0.009722222222222222,0.020114942528735632,0.05509259259259259,0.020979532163742688,0.13611111111111113
8.0,0.011111111111111112,0.022988505747126436,0.06296296296296296,0.023976608187134502,0.15555555555555556
9.0,0.0125,0.02586206896551724,0.07083333333333333,0.026973684210526316,0.175
10.0,0.01388888888888889,0.028735632183908046,0.07870370370370369,0.029970760233918127,0.19444444444444445
11.0,0.015277777777777779,0.031609195402298854,0.08657407407407407,0.03296783625730994,0.2138888888888889
12.0,0.016666666666666666,0.034482758620689655,0.09444444444444444,0.035964912280701755,0.23333333333333334
13.0,0.018055555555555557,0.037356321839080456,0.1023148148148148,0.038961988304093566,0.25277777777777777
14.0,0.019444444444444445,0.040229885057471264,0.11018518518518518,0.041959064327485376,0.27222222222222225
15.0,0.020833333333333336,0.04310344827586207,0.11805555555555554,0.044956140350877194,0.2916666666666667
16.0,0.022222222222222223,0.04597701149425287,0.1259259259259259,0.047953216374269005,0.3111111111111111
17.0,0.02361111111111111,0.048850574712643674,0.13379629629629627,0.050950292397660815,0.33055555555555555
18.0,0.025,0.05172413793103448,0.14166666666666666,0.05394736842105263,0.35
19.0,0.02638888888888889,0.05459770114942529,0.14953703703703702,0.05694444444444444,0.36944444444444446
20.0,0.02777777777777778,0.05747126436781609,0.15740740740740738,0.059941520467836254,0.3888888888888889
21.0,0.029166666666666667,0.06034482758620689,0.16527777777777777,0.06293859649122807,0.4083333333333333
22.0,0.030555555555555558,0.06321839080459771,0.17314814814814813,0.06593567251461988,0.4277777777777778
23.0,0.03194444444444445,0.06609195402298851,0.1810185185185185,0.06893274853801169,0.44722222222222224
24.0,0.03333333333333333,0.06896551724137931,0.18888888888888888,0.07192982456140351,0.4666666666666667
25.0,0.034722222222222224,0.07183908045977011,0.19675925925925924,0.07492690058479531,0.4861111111111111
26.0,0.036111111111111115,0.07471264367816091,0.2046296296296296,0.07792397660818713,0.5055555555555555
27.0,0.0375,0.07758620689655173,0.21249999999999997,0.08092105263157895,0.525
28.0,0.03888888888888889,0.08045977011494253,0.22037037037037036,0.08391812865497075,0.5444444444444445
29.0,0.04027777777777778,0.08333333333333333,0.22824074074074072,0.08691520467836257,0.5638888888888889
30.0,0.04166666666666667,0.08620689655172414,0.23611111111111108,0.08991228070175439,0.5833333333333334
31.0,0.043055555555555555,0.08908045977011494,0.24398148148148147,0.09290935672514619,0.6027777777777777
32.0,0.044444444444444446,0.09195402298850575,0.2518518518518518,0.09590643274853801,0.6222222222222222
33.0,0.04583333333333334,0.09482758620689655,0.2597222222222222,0.09890350877192983,0.6416666666666667
34.0,0.04722222222222222,0.09770114942528735,0.26759259259259255,0.10190058479532163,0.6611111111111111
35.0,0.04861111111111111,0.10057471264367816,0.2754629629629629,0.10489766081871345,0.6805555555555556
36.0,0.05,0.10344827586206896,0.2833333333333333,0.10789473684210527,0.7
37.0,0.051388888888888894,0.10632183908045977,0.2912037037037037,0.11089181286549707,0.7194444444444444
38.0,0.05277777777777778,0.10919540229885058,0.29907407407407405,0.11388888888888889,0.7388888888888889
39.0,0.05416666666666667,0.11206896551724138,0.3069444444444444,0.1168859649122807,0.7583333333333333
40.0,0.05555555555555556,0.11494252873563218,0.31481481481481477,0.11988304093567251,0.7777777777777778
41.0,0.05694444444444444,0.11781609195402298,0.32268518518518513,0.12288011695906433,0.7972222222222223
42.0,0.058333333333333334,0.12068965517241378,0.33055555555555555,0.12587719298245614,0.8166666666666667
43.0,0.059722222222222225,0.1235632183908046,0.3384259259259259,0.12887426900584795,0.8361111111111111
44.0,0.061111111111111116,0.12643678160919541,0.34629629629629627,0.13187134502923975,0.8555555555555556
45.0,0.0625,0.12931034482758622,0.35416666666666663,0.13486842105263158,0.875
46.0,0.0638888888888889,0.13218390804597702,0.362037037037037,0.13786549707602339,0.8944444444444445
47.0,0.06527777777777778,0.13505747126436782,0.36990740740740735,0.1408625730994152,0.9138888888888889
48.0,0.06666666666666667,0.13793103448275862,0.37777777777777777,0.14385964912280702,0.9333333333333333
49.0,0.06805555555555556,0.14080459770114942,0.38564814814814813,0.14685672514619882,0.9319444444444445
50.0,0.06944444444444445,0.14367816091954022,0.3935185185185185,0.14985380116959063,0.9305555555555556
51.0,0.07083333333333333,0.14655172413793102,0.40138888888888885,0.15285087719298246,0.9291666666666667
52.0,0.07222222222222223,0.14942528735632182,0.4092592592592592,0.15584795321637426,0.9277777777777778
53.0,0.07361111111111111,0.15229885057471265,0.4171296296296296,0.15884502923976607,0.9263888888888889
54.0,0.075,0.15517241379310345,0.42499999999999993,0.1618421052631579,0.925
55.0,0.0763888888888889,0.15804597701149425,0.43287037037037035,0.1648391812865497,0.9236111111111112
56.0,0.07777777777777778,0.16091954022988506,0.4407407407407407,0.1678362573099415,0.9222222222222223
57.0,0.07916666666666666,0.16379310344827586,0.44861111111111107,0.17083333333333334,0.9208333333333334
58.0,0.08055555555555556,0.16666666666666666,0.45648148148148143,0.17383040935672514,0.9194444444444445
59.0,0.08194444444444444,0.16954022988505746,0.4643518518518518,0.17682748538011694,0.9180555555555556
60.0,0.08333333333333334,0.1724137931034483,0.47222222222222215,0.17982456140350878,0.9166666666666667
61.0,0.08472222222222223,0.1752873563218391,0.48009259259259257,0.18282163742690058,0.9152777777777779
62.0,0.08611111111111111,0.1781609195402299,0.48796296296296293,0.18581871345029238,0.913888888888889
63.0,0.08750000000000001,0.1810344827586207,0.4958333333333333,0.18881578947368421,0.9125000000000001
64.0,0.08888888888888889,0.1839080459770115,0.5037037037037037,0.19181286549707602,0.9111111111111111
65.0,0.09027777777777778,0.1867816091954023,0.5115740740740741,0.19480994152046782,0.9097222222222222
66.0,0.09166666666666667,0.1896551724137931,0.5194444444444444,0.19780701754385965,0.9083333333333333
67.0,0.09305555555555556,0.1925287356321839,0.5273148148148148,0.20080409356725146,0.9069444444444444
68.0,0.09444444444444444,0.1954022988505747,0.5351851851851851,0.20380116959064326,0.9055555555555556
69.0,0.09583333333333334,0.19827586206896552,0.5430555555555555,0.2067982456140351,0.9041666666666667
70.0,0.09722222222222222,0.20114942528735633,0.5509259259259258,0.2097953216374269,0.9027777777777778
71.0,0.09861111111111112,0.20402298850574713,0.5587962962962962,0.2127923976608187,0.9013888888888889
72.0,0.1,0.20689655172413793,0.5666666666666667,0.21578947368421053,0.9
73.0,0.10138888888888889,0.20977011494252873,0.574537037037037,0.21878654970760233,0.8986111111111111
74.0,0.10277777777777779,0.21264367816091953,0.5824074074074074,0.22178362573099414,0.8972222222222223
75.0,0.10416666666666667,0.21551724137931033,0.5902777777777777,0.22478070175438597,0.8958333333333334
76.0,0.10555555555555556,0.21839080459770116,0.5981481481481481,0.22777777777777777,0.8944444444444445
77.0,0.10694444444444445,0.22126436781609196,0.6060185185185185,0.23077485380116958,0.8930555555555556
78.0,0.10833333333333334,0.22413793103448276,0.6138888888888888,0.2337719298245614,0.8916666666666667
79.0,0.10972222222222222,0.22701149425287356,0.6217592592592592,0.2367690058479532,0.8902777777777778
80.0,0.11111111111111112,0.22988505747126436,0.6296296296296295,0.23976608187134502,0.888888888888889
81.0,0.1125,0.23275862068965517,0.6375,0.24276315789473685,0.8875000000000001
82.0,0.11388888888888889,0.23563218390804597,0.6453703703703703,0.24576023391812865,0.8861111111111112
83.0,0.11527777777777778,0.23850574712643677,0.6532407407407407,0.24875730994152045,0.8847222222222223
84.0,0.11666666666666667,0.24137931034482757,0.6611111111111111,0.2517543859649123,0.8833333333333334
85.0,0.11805555555555557,0.2442528735632184,0.6689814814814814,0.25475146198830406,0.8819444444444445
86.0,0.11944444444444445,0.2471264367816092,0.6768518518518518,0.2577485380116959,0.8805555555555555
87.0,0.12083333333333333,0.25,0.6847222222222221,0.2607456140350877,0.8791666666666667
88.0,0.12222222222222223,0.25287356321839083,0.6925925925925925,0.2637426900584795,0.8777777777777778
89.0,0.12361111111111112,0.2557471264367816,0.7004629629629628,0.26673976608187133,0.8763888888888889
90.0,0.125,0.25862068965517243,0.7083333333333333,0.26973684210526316,0.875
91.0,0.12638888888888888,0.2614942528735632,0.7162037037037037,0.27273391812865494,0.8736111111111111
92.0,0.1277777777777778,0.26436781609195403,0.724074074074074,0.27573099415204677,0.8722222222222222
93.0,0.12916666666666668,0.2672413793103448,0.7319444444444444,0.2787280701754386,0.8708333333333333
94.0,0.13055555555555556,0.27011494252873564,0.7398148148148147,0.2817251461988304,0.8694444444444445
95.0,0.13194444444444445,0.2729885057471264,0.7476851851851851,0.2847222222222222,0.8680555555555556
96.0,0.13333333333333333,0.27586206896551724,0.7555555555555555,0.28771929824561404,0.8666666666666667
97.0,0.13472222222222222,0.27873563218390807,0.7634259259259258,0.2907163742690058,0.8652777777777778
98.0,0.13611111111111113,0.28160919540229884,0.7712962962962963,0.29371345029239765,0.8638888888888889
99.0,0.1375,0.28448275862068967,0.7791666666666666,0.2967105263157895,0.8625
100.0,0.1388888888888889,0.28735632183908044,0.787037037037037,0.29970760233918126,0.8611111111111112
101.0,0.14027777777777778,0.29022988505747127,0.7949074074074073,0.3027046783625731,0.8597222222222223
102.0,0.14166666666666666,0.29310344827586204,0.8027777777777777,0.3057017543859649,0.8583333333333334
103.0,0.14305555555555557,0.2959770114942529,0.8106481481481481,0.3086988304093567,0.8569444444444445
104.0,0.14444444444444446,0.29885057471264365,0.8185185185185184,0.3116959064327485,0.8555555555555556
105.0,0.14583333333333334,0.3017241379310345,0.8263888888888888,0.31469298245614036,0.8541666666666667
106.0,0.14722222222222223,0.3045977011494253,0.8342592592592591,0.31769005847953213,0.8527777777777779
107.0,0.1486111111111111,0.3074712643678161,0.8421296296296296,0.32068713450292397,0.851388888888889
108.0,0.15,0.3103448275862069,0.85,0.3236842105263158,0.85
109.0,0.1513888888888889,0.3132183908045977,0.8486111111111111,0.3266812865497076,0.8486111111111111
110.0,0.1527777777777778,0.3160919540229885,0.8472222222222222,0.3296783625730994,0.8472222222222222
111.0,0.15416666666666667,0.3189655172413793,0.8458333333333333,0.33267543859649124,0.8458333333333333
112.0,0.15555555555555556,0.3218390804597701,0.8444444444444444,0.335672514619883,0.8444444444444444
113.0,0.15694444444444444,0.32471264367816094,0.8430555555555556,0.33866959064327484,0.8430555555555556
114.0,0.15833333333333333,0.3275862068965517,0.8416666666666667,0.3416666666666667,0.8416666666666667
115.0,0.15972222222222224,0.33045977011494254,0.8402777777777778,0.34466374269005845,0.8402777777777778
116.0,0.16111111111111112,0.3333333333333333,0.8388888888888889,0.3476608187134503,0.8388888888888889
117.0,0.1625,0.33620689655172414,0.8375,0.3506578947368421,0.8375
118.0,0.1638888888888889,0.3390804597701149,0.8361111111111111,0.3536549707602339,0.8361111111111111
119.0,0.16527777777777777,0.34195402298850575,0.8347222222222223,0.3566520467836257,0.8347222222222223
120.0,0.16666666666666669,0.3448275862068966,0.8333333333333334,0.35964912280701755,0.8333333333333334
121.0,0.16805555555555557,0.34770114942528735,0.8319444444444445,0.3626461988304093,0.8319444444444445
122.0,0.16944444444444445,0.3505747126436782,0.8305555555555556,0.36564327485380116,0.8305555555555556
123.0,0.17083333333333334,0.35344827586206895,0.8291666666666667,0.368640350877193,0.8291666666666667
124.0,0.17222222222222222,0.3563218390804598,0.8277777777777778,0.37163742690058477,0.8277777777777778
125.0,0.1736111111111111,0.35919540229885055,0.826388888888889,0.3746345029239766,0.826388888888889
126.0,0.17500000000000002,0.3620689655172414,0.8250000000000001,0.37763157894736843,0.8250000000000001
127.0,0.1763888888888889,0.36494252873563215,0.8236111111111112,0.3806286549707602,0.8236111111111112
128.0,0.17777777777777778,0.367816091954023,0.8222222222222223,0.38362573099415204,0.8222222222222223
129.0,0.17916666666666667,0.3706896551724138,0.8208333333333334,0.38662280701754387,0.8208333333333334
130.0,0.18055555555555555,0.3735632183908046,0.8194444444444445,0.38961988304093564,0.8194444444444445
131.0,0.18194444444444446,0.3764367816091954,0.8180555555555555,0.3926169590643275,0.8180555555555555
132.0,0.18333333333333335,0.3793103448275862,0.8166666666666667,0.3956140350877193,0.8166666666666667
133.0,0.18472222222222223,0.382183908045977,0.8152777777777778,0.3986111111111111,0.8152777777777778
134.0,0.18611111111111112,0.3850574712643678,0.8138888888888889,0.4016081871345029,0.8138888888888889
135.0,0.1875,0.3879310344827586,0.8125,0.40460526315789475,0.8125
136.0,0.18888888888888888,0.3908045977011494,0.8111111111111111,0.4076023391812865,0.8111111111111111
137.0,0.1902777777777778,0.3936781609195402,0.8097222222222222,0.41059941520467835,0.8097222222222222
138.0,0.19166666666666668,0.39655172413793105,0.8083333333333333,0.4135964912280702,0.8083333333333333
139.0,0.19305555555555556,0.3994252873563218,0.8069444444444445,0.41659356725146196,0.8069444444444445
140.0,0.19444444444444445,0.40229885057471265,0.8055555555555556,0.4195906432748538,0.8055555555555556
141.0,0.19583333333333333,0.4051724137931034,0.8041666666666667,0.4225877192982456,0.8041666666666667
142.0,0.19722222222222224,0.40804597701149425,0.8027777777777778,0.4255847953216374,0.8027777777777778
143.0,0.19861111111111113,0.410919540229885,0.8013888888888889,0.42858187134502923,0.8013888888888889
144.0,0.2,0.41379310344827586,0.8,0.43157894736842106,0.8
145.0,0.2013888888888889,0.4166666666666667,0.7986111111111112,0.43457602339181284,0.7986111111111112
146.0,0.20277777777777778,0.41954022988505746,0.7972222222222223,0.43757309941520467,0.7972222222222223
147.0,0.20416666666666666,0.4224137931034483,0.7958333333333334,0.4405701754385965,0.7958333333333334
148.0,0.20555555555555557,0.42528735632183906,0.7944444444444445,0.4435672514619883,0.7944444444444445
149.0,0.20694444444444446,0.4281609195402299,0.7930555555555556,0.4465643274853801,0.7930555555555556
150.0,0.20833333333333334,0.43103448275862066,0.7916666666666667,0.44956140350877194,0.7916666666666667
151.0,0.20972222222222223,0.4339080459770115,0.7902777777777779,0.4525584795321637,0.7902777777777779
152.0,0.2111111111111111,0.4367816091954023,0.788888888888889,0.45555555555555555,0.788888888888889
153.0,0.2125,0.4396551724137931,0.7875,0.4585526315789474,0.7875
154.0,0.2138888888888889,0.4425287356321839,0.7861111111111111,0.46154970760233915,0.7861111111111111
155.0,0.2152777777777778,0.4454022988505747,0.7847222222222222,0.464546783625731,0.7847222222222222
156.0,0.21666666666666667,0.4482758620689655,0.7833333333333333,0.4675438596491228,0.7833333333333333
157.0,0.21805555555555556,0.4511494252873563,0.7819444444444444,0.4705409356725146,0.7819444444444444
158.0,0.21944444444444444,0.4540229885057471,0.7805555555555556,0.4735380116959064,0.7805555555555556
159.0,0.22083333333333335,0.4568965517241379,0.7791666666666667,0.47653508771929826,0.7791666666666667
160.0,0.22222222222222224,0.45977011494252873,0.7777777777777778,0.47953216374269003,0.7777777777777778
161.0,0.22361111111111112,0.46264367816091956,0.7763888888888889,0.48252923976608186,0.7763888888888889
162.0,0.225,0.46551724137931033,0.775,0.4855263157894737,0.775
163.0,0.2263888888888889,0.46839080459770116,0.7736111111111111,0.48852339181286547,0.7736111111111111
164.0,0.22777777777777777,0.47126436781609193,0.7722222222222223,0.4915204678362573,0.7722222222222223
165.0,0.22916666666666669,0.47413793103448276,0.7708333333333334,0.49451754385964913,0.7708333333333334
166.0,0.23055555555555557,0.47701149425287354,0.7694444444444445,0.4975146198830409,0.7694444444444445
167.0,0.23194444444444445,0.47988505747126436,0.7680555555555556,0.5005116959064327,0.7680555555555556
168.0,0.23333333333333334,0.48275862068965514,0.7666666666666667,0.5035087719298246,0.7666666666666667
169.0,0.23472222222222222,0.48563218390804597,0.7652777777777778,0.5065058479532164,0.7652777777777778
170.0,0.23611111111111113,0.4885057471264368,0.763888888888889,0.5095029239766081,0.763888888888889
171.0,0.23750000000000002,0.49137931034482757,0.7625000000000001,0.5125,0.7625000000000001
172.0,0.2388888888888889,0.4942528735632184,0.7611111111111112,0.5154970760233918,0.7611111111111112
173.0,0.24027777777777778,0.49712643678160917,0.7597222222222223,0.5184941520467836,0.7597222222222223
174.0,0.24166666666666667,0.5,0.7583333333333334,0.5214912280701754,0.7583333333333334
175.0,0.24305555555555555,0.5028735632183908,0.7569444444444444,0.5244883040935673,0.7569444444444444
176.0,0.24444444444444446,0.5057471264367817,0.7555555555555555,0.527485380116959,0.7555555555555555
177.0,0.24583333333333335,0.5086206896551724,0.7541666666666667,0.5304824561403508,0.7541666666666667
178.0,0.24722222222222223,0.5114942528735632,0.7527777777777778,0.5334795321637427,0.7527777777777778
179.0,0.24861111111111112,0.514367816091954,0.7513888888888889,0.5364766081871345,0.7513888888888889
180.0,0.25,0.5172413793103449,0.75,0.5394736842105263,0.75
181.0,0.2513888888888889,0.5201149425287356,0.7486111111111111,0.5424707602339182,0.7486111111111111
182.0,0.25277777777777777,0.5229885057471264,0.7472222222222222,0.5454678362573099,0.7472222222222222
183.0,0.25416666666666665,0.5258620689655172,0.7458333333333333,0.5484649122807017,0.7458333333333333
184.0,0.2555555555555556,0.5287356321839081,0.7444444444444445,0.5514619883040935,0.7444444444444445
185.0,0.2569444444444445,0.5316091954022989,0.7430555555555556,0.5544590643274854,0.7430555555555556
186.0,0.25833333333333336,0.5344827586206896,0.7416666666666667,0.5574561403508772,0.7416666666666667
187.0,0.25972222222222224,0.5373563218390804,0.7402777777777778,0.560453216374269,0.7402777777777778
188.0,0.2611111111111111,0.5402298850574713,0.7388888888888889,0.5634502923976608,0.7388888888888889
189.0,0.2625,0.5431034482758621,0.7375,0.5664473684210526,0.7375
190.0,0.2638888888888889,0.5459770114942528,0.7361111111111112,0.5694444444444444,0.7361111111111112
191.0,0.2652777777777778,0.5488505747126436,0.7347222222222223,0.5724415204678363,0.7347222222222223
192.0,0.26666666666666666,0.5517241379310345,0.7333333333333334,0.5754385964912281,0.7333333333333334
193.0,0.26805555555555555,0.5545977011494253,0.7319444444444445,0.5784356725146199,0.7319444444444445
194.0,0.26944444444444443,0.5574712643678161,0.7305555555555556,0.5814327485380116,0.7305555555555556
195.0,0.27083333333333337,0.5603448275862069,0.7291666666666667,0.5844298245614035,0.7291666666666667
196.0,0.27222222222222225,0.5632183908045977,0.7277777777777779,0.5874269005847953,0.7277777777777779
197.0,0.27361111111111114,0.5660919540229885,0.7263888888888889,0.5904239766081871,0.7263888888888889
198.0,0.275,0.5689655172413793,0.725,0.593421052631579,0.725
199.0,0.2763888888888889,0.57183908045977,0.7236111111111111,0.5964181286549708,0.7236111111111111
200.0,0.2777777777777778,0.5747126436781609,0.7222222222222222,0.5994152046783625,0.7222222222222222
201.0,0.2791666666666667,0.5775862068965517,0.7208333333333333,0.6024122807017543,0.7208333333333333
202.0,0.28055555555555556,0.5804597701149425,0.7194444444444444,0.6054093567251462,0.7194444444444444
203.0,0.28194444444444444,0.5833333333333334,0.7180555555555556,0.608406432748538,0.7180555555555556
204.0,0.2833333333333333,0.5862068965517241,0.7166666666666667,0.6114035087719298,0.7166666666666667
205.0,0.2847222222222222,0.5890804597701149,0.7152777777777778,0.6144005847953217,0.7152777777777778
206.0,0.28611111111111115,0.5919540229885057,0.7138888888888889,0.6173976608187134,0.7138888888888889
207.0,0.28750000000000003,0.5948275862068966,0.7125,0.6203947368421052,0.7125
208.0,0.2888888888888889,0.5977011494252873,0.7111111111111111,0.623391812865497,0.7111111111111111
209.0,0.2902777777777778,0.6005747126436781,0.7097222222222223,0.6263888888888889,0.7097222222222223
210.0,0.2916666666666667,0.603448275862069,0.7083333333333334,0.6293859649122807,0.7083333333333334
211.0,0.29305555555555557,0.6063218390804598,0.7069444444444445,0.6323830409356725,0.7069444444444445
212.0,0.29444444444444445,0.6091954022988506,0.7055555555555556,0.6353801169590643,0.7055555555555556
213.0,0.29583333333333334,0.6120689655172413,0.7041666666666667,0.6383771929824561,0.7041666666666667
214.0,0.2972222222222222,0.6149425287356322,0.7027777777777778,0.6413742690058479,0.7027777777777778
215.0,0.2986111111111111,0.617816091954023,0.701388888888889,0.6443713450292398,0.701388888888889
216.0,0.3,0.6206896551724138,0.7000000000000001,0.6473684210526316,0.7000000000000001
217.0,0.3013888888888889,0.6235632183908046,0.6986111111111112,0.6503654970760234,0.6986111111111112
